,增长,通胀,利率,信用,海外,美元
2009-04-05,-0.33316623415536495,0.0,0.10023574056552409,0.0273907277270089,0.05794919653789976,0.16675907956750669
2009-04-12,-0.31568834988886685,0.0,0.0954583577534811,0.025172234458332055,0.06137872197979455,0.1841431162681204
2009-04-19,-0.29920963357340724,0.0,0.09332138145143065,0.022602355276690966,0.04694204829280313,0.19257901460867544
2009-04-26,-0.3343059846425649,0.0,0.0953589054236561,0.01765177653999106,0.047579159035795904,0.1662080352228943
2009-05-03,-0.3331621816020387,0.0,0.09775090074273929,0.017523658626585448,0.056316083385637095,0.1682281620281063
2009-05-10,-0.28962112368873794,0.0,0.09861178805839765,0.014030330772018651,0.06515825163674793,0.12379004771642754
2009-05-17,-0.2954283772562084,0.0,0.10240028951598701,0.01222074663452255,0.060283941803540575,0.13881642180420095
2009-05-24,-0.2792772531530846,0.0,0.10276611675233749,0.018595550150123374,0.06326113559415747,0.11151228995972717
2009-05-31,-0.25713514024352124,0.0,0.1033222281192101,0.01760894932944357,0.061190098812641036,0.10827501029230069
2009-06-07,-0.21808222357191043,0.0,0.10155136120302455,0.017681680462723337,0.06564102832780105,0.11468840679839643
2009-06-14,-0.191996821156025,0.0,0.10395248618691477,0.011610074121519709,0.051201907738248176,0.08210668467251803
2009-06-21,-0.21628835316466843,0.0,0.1045931648900047,0.014524292130788208,0.05962413333404393,0.0996168582375474
2009-06-28,-0.20141808102995706,0.0,0.10621888969241855,0.014659552017444177,0.05713899023711266,0.10542335362479194
2009-07-05,-0.18985828059322984,0.0,0.107271393871055,0.01262374307337577,0.05765398015308798,0.10590015128592989
2009-07-12,-0.20497883948100393,0.0,0.09512324135260619,0.016519784602330834,0.041979009526501576,0.11695174523710117
2009-07-19,-0.16606201679031485,0.0328271390893391,0.08459870581336282,0.018554550285724725,0.028476281286544447,0.10128862408202788
2009-07-26,-0.1241579008655046,0.09519444814788014,0.08427460543330079,0.021233801395846186,0.02659567082527703,0.08281829419035791
2009-08-02,-0.11402339696169805,0.15492397671105662,0.08532384334431087,0.028884382527330832,0.02455941787768312,0.067875153332424
2009-08-09,-0.07990103294358453,0.18025042298545513,0.08470009579343074,0.030725755408438582,0.034353866051219484,0.040348101265822
2009-08-16,-0.042669202793208405,0.1720131838150325,0.08228673369276107,0.030787119025240006,0.022118314868874167,0.02074688796680446
2009-08-23,-0.08814107797548365,0.16851666120052244,0.08081750061849369,0.026699264621323326,0.02102808464964734,0.01746155850925124
2009-08-30,-0.07310744850156525,0.15562961985879142,0.07710512195508734,0.02987305375706062,0.011439152269514086,0.012803931712363381
2009-09-06,-0.030292918848488948,0.12956699957019913,0.07857763645469129,0.030058208990703772,0.010909447755254265,-0.008747464503043534
2009-09-13,0.011982460870279654,0.13172807805572617,0.0724923254076788,0.03256510718285388,-0.005796594405581668,-0.027995946288321027
2009-09-20,0.030340891910534573,0.13287361151275912,0.0649559724883475,0.04024635679136224,-0.03276021875373347,0.004071982135819496
2009-09-27,-0.011935269323754882,0.09487491135688875,0.06144323337277413,0.012052323935541898,-0.04595466505870893,-0.0035087719298254605
2009-10-04,-0.01697529305640544,0.08495877011153885,0.06250671337123248,0.010898722652789461,-0.04596674708451609,-0.0032488628979867595
2009-10-11,0.19292616559565734,0.07562001975936106,0.03497923971654848,0.015594788723921837,-0.10646459300376743,-0.07365610969542613
2009-10-18,0.26405066280634815,0.09426948099875676,0.03329727390740023,-0.00822766464344793,-0.10564017003687132,-0.08232151529868958
2009-10-25,0.4337522437908068,0.09436139793749154,0.03397031510183268,-0.005516635451262908,-0.09838492725882575,-0.12804807581185795
2009-11-01,0.43433124435409387,0.0821927466046668,0.027129257840369903,0.0013113001546871672,-0.12104883952438394,-0.10748919266269508
2009-11-08,0.4789254819562181,0.08571425829552926,0.019497246858089845,0.007122561194909949,-0.11250070785676225,-0.1198745498896514
2009-11-15,0.4578863771731576,0.10076886208521096,0.01596647166571663,0.007380581971113909,-0.11847369806122576,-0.12778035217794326
2009-11-22,0.5836672621114458,0.11728044989205011,0.021420196117369228,0.007794092963186561,-0.11514258344463846,-0.13747860810040013
2009-11-29,0.5293480370781416,0.12797067486722158,0.01437729959181766,-0.0020477123386217766,-0.10341979710408222,-0.13460427498555805
2009-12-06,0.6411514656580477,0.17081199039525652,0.002054857776137009,0.0022730042214345048,-0.09687595919973602,-0.12727482146970803
2009-12-13,0.6167378759859317,0.17810499796989165,-0.002493603049371629,0.0066847192233137065,-0.09086662546095925,-0.08522591441549199
2009-12-20,0.5840270124711626,0.1749778655039611,-0.011759979769735196,0.01073757920363727,-0.08938997205489085,-0.04180024660912529
2009-12-27,0.6663316627362184,0.18644363996342816,-0.01133709363391322,0.014580635242219087,-0.07905177196168434,-0.043017379514360465
2010-01-03,0.6655645517250104,0.18640641969720062,-0.009753674527125611,0.016468167164475966,-0.07739438725144043,-0.04003942343230338
2010-01-10,0.6068113315867234,0.18742679680578678,-0.01493036506789358,0.01892053212235112,-0.08366448616437339,-0.061076102762967266
2010-01-17,0.5986516175254253,0.16102503105259736,-0.0037754365444181426,0.016030540758308787,-0.07415058002665043,-0.08138981437410842
2010-01-24,0.6114766581446105,0.14484375727637233,-0.0007630081384968346,0.018228538696886565,-0.07801057341655215,-0.08541715354054757
2010-01-31,0.5439833997856156,0.11848792519145523,0.00011349266783788892,0.016043147989154516,-0.07457228005175853,-0.07116148632858232
2010-02-07,0.4125423694417998,0.06969943497193021,0.015828409603584115,0.005518226637130752,-0.06535152204234895,-0.059092507914176085
2010-02-14,0.4496399649804237,0.08398311468619157,0.009186256613920696,0.011090152942995424,-0.061485472452817214,-0.06816862153060133
2010-02-21,0.5117063983767518,2.0,0.007748351762546957,0.008220383460136205,-0.05963414544479062,-0.0736550450242448
2010-02-28,2.0,2.0,-2.0,-2.0,1.0,-2.0
2010-03-07,2.0,-1.0,-2.0,-2.0,1.0,-2.0
2010-03-14,-1.0,-1.0,-2.0,-2.0,1.0,-2.0
2010-03-21,2.0,-1.0,1.0,-2.0,1.0,-2.0
2010-03-28,2.0,-1.0,1.0,-2.0,1.0,1.0
2010-04-04,2.0,-1.0,1.0,-2.0,1.0,1.0
2010-04-11,-1.0,2.0,1.0,-2.0,1.0,1.0
2010-04-18,-1.0,2.0,1.0,-2.0,1.0,1.0
2010-04-25,-1.0,2.0,1.0,-2.0,1.0,1.0
2010-05-02,-1.0,2.0,1.0,-2.0,1.0,1.0
2010-05-09,-1.0,2.0,1.0,1.0,1.0,1.0
2010-05-16,-1.0,2.0,1.0,1.0,1.0,1.0
2010-05-23,-1.0,-1.0,1.0,1.0,1.0,1.0
2010-05-30,-1.0,-2.0,1.0,1.0,-2.0,1.0
2010-06-06,-1.0,-2.0,1.0,1.0,-2.0,1.0
2010-06-13,-1.0,-2.0,1.0,1.0,-2.0,1.0
2010-06-20,-1.0,-2.0,1.0,1.0,-2.0,1.0
2010-06-27,-1.0,-2.0,-2.0,2.0,-2.0,1.0
2010-07-04,-1.0,-2.0,-2.0,2.0,-2.0,2.0
2010-07-11,-1.0,-2.0,1.0,2.0,1.0,2.0
2010-07-18,-1.0,-2.0,1.0,2.0,1.0,2.0
2010-07-25,-1.0,-2.0,1.0,2.0,1.0,2.0
2010-08-01,-2.0,-2.0,1.0,2.0,1.0,2.0
2010-08-08,-2.0,-2.0,1.0,2.0,1.0,2.0
2010-08-15,-2.0,-2.0,1.0,2.0,1.0,2.0
2010-08-22,-2.0,-2.0,1.0,2.0,2.0,2.0
2010-08-29,-2.0,-2.0,1.0,2.0,2.0,2.0
2010-09-05,-2.0,-2.0,1.0,2.0,2.0,2.0
2010-09-12,-2.0,-2.0,2.0,2.0,2.0,2.0
2010-09-19,-2.0,-2.0,2.0,2.0,2.0,2.0
2010-09-26,-2.0,-2.0,2.0,2.0,2.0,2.0
2010-10-03,-2.0,-2.0,2.0,2.0,2.0,2.0
2010-10-10,1.0,-2.0,2.0,2.0,2.0,-1.0
2010-10-17,1.0,-2.0,2.0,2.0,2.0,-1.0
2010-10-24,1.0,1.0,2.0,2.0,2.0,-1.0
2010-10-31,1.0,1.0,2.0,2.0,2.0,-1.0
2010-11-07,1.0,1.0,-1.0,2.0,2.0,-1.0
2010-11-14,1.0,1.0,-1.0,2.0,2.0,-1.0
2010-11-21,-2.0,1.0,-1.0,2.0,-1.0,-1.0
2010-11-28,-2.0,1.0,-1.0,2.0,-1.0,2.0
2010-12-05,-2.0,1.0,-1.0,2.0,-1.0,2.0
2010-12-12,-2.0,1.0,-1.0,2.0,-1.0,2.0
2010-12-19,-2.0,-2.0,-1.0,2.0,2.0,2.0
2010-12-26,-2.0,-2.0,-1.0,2.0,2.0,2.0
2011-01-02,-2.0,-2.0,-1.0,-1.0,2.0,2.0
2011-01-09,-2.0,-2.0,-1.0,-1.0,2.0,-1.0
2011-01-16,-2.0,2.0,2.0,-1.0,2.0,2.0
2011-01-23,-2.0,2.0,2.0,-1.0,2.0,2.0
2011-01-30,-2.0,2.0,2.0,-1.0,2.0,2.0
2011-02-06,-2.0,2.0,-2.0,-1.0,2.0,-1.0
2011-02-13,-2.0,2.0,-2.0,-1.0,2.0,-1.0
2011-02-20,1.0,2.0,-2.0,-1.0,2.0,-1.0
2011-02-27,1.0,2.0,-2.0,-1.0,2.0,-1.0
2011-03-06,1.0,2.0,-2.0,-1.0,2.0,-1.0
2011-03-13,1.0,2.0,-2.0,-1.0,2.0,-1.0
2011-03-20,-2.0,2.0,-2.0,-1.0,-1.0,-2.0
2011-03-27,-2.0,2.0,-2.0,-1.0,-1.0,-2.0
2011-04-03,-2.0,2.0,-2.0,-2.0,-1.0,-2.0
2011-04-10,-2.0,2.0,-2.0,-2.0,-1.0,-2.0
2011-04-17,-2.0,2.0,-2.0,-2.0,2.0,-2.0
2011-04-24,-2.0,2.0,-2.0,-2.0,2.0,-2.0
2011-05-01,-2.0,2.0,-2.0,-2.0,2.0,-2.0
2011-05-08,1.0,2.0,-2.0,-2.0,2.0,-2.0
2011-05-15,1.0,2.0,-2.0,-2.0,-2.0,-2.0
2011-05-22,2.0,2.0,-2.0,-2.0,-2.0,-2.0
2011-05-29,2.0,2.0,-2.0,-2.0,-2.0,-2.0
2011-06-05,2.0,2.0,-2.0,-2.0,-2.0,-2.0
2011-06-12,2.0,2.0,-2.0,-2.0,-2.0,-2.0
2011-06-19,2.0,2.0,-2.0,-2.0,-2.0,-2.0
2011-06-26,2.0,2.0,-2.0,-2.0,-2.0,-2.0
2011-07-03,2.0,2.0,-2.0,-2.0,-2.0,-2.0
2011-07-10,2.0,2.0,-2.0,-2.0,-2.0,-2.0
2011-07-17,2.0,2.0,-2.0,-2.0,-2.0,-2.0
2011-07-24,2.0,2.0,-2.0,-2.0,-2.0,-2.0
2011-07-31,2.0,2.0,-2.0,-2.0,-2.0,-2.0
2011-08-07,2.0,2.0,-2.0,-2.0,-2.0,-2.0
2011-08-14,2.0,2.0,-2.0,-2.0,-2.0,1.0
2011-08-21,-1.0,2.0,-2.0,-2.0,-2.0,1.0
2011-08-28,-1.0,-1.0,-2.0,-2.0,-2.0,1.0
2011-09-04,-1.0,-1.0,-2.0,-2.0,-2.0,1.0
2011-09-11,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0
2011-09-18,-1.0,-1.0,-2.0,-2.0,-2.0,1.0
2011-09-25,-1.0,-1.0,-2.0,-2.0,-2.0,1.0
2011-10-02,-2.0,-1.0,-2.0,-2.0,-2.0,1.0
2011-10-09,-2.0,-1.0,-2.0,-2.0,-2.0,1.0
2011-10-16,-2.0,-1.0,-2.0,-2.0,-2.0,1.0
2011-10-23,-2.0,-1.0,-2.0,-2.0,-2.0,1.0
2011-10-30,-2.0,-1.0,1.0,-2.0,1.0,1.0
2011-11-06,-2.0,-1.0,1.0,-2.0,1.0,1.0
2011-11-13,-2.0,-1.0,1.0,-2.0,1.0,1.0
2011-11-20,-2.0,-1.0,1.0,-2.0,1.0,1.0
2011-11-27,-2.0,-2.0,1.0,-2.0,1.0,-2.0
2011-12-04,-2.0,-2.0,1.0,-2.0,2.0,-2.0
2011-12-11,-2.0,-2.0,2.0,-2.0,2.0,2.0
2011-12-18,-2.0,-2.0,2.0,-2.0,2.0,2.0
2011-12-25,-2.0,-2.0,2.0,-2.0,2.0,2.0
2012-01-01,-2.0,-2.0,2.0,-2.0,2.0,2.0
2012-01-08,-2.0,-2.0,2.0,-2.0,2.0,2.0
2012-01-15,-2.0,-2.0,2.0,1.0,2.0,2.0
2012-01-22,-2.0,-2.0,2.0,1.0,2.0,2.0
2012-01-29,-2.0,-2.0,2.0,1.0,2.0,2.0
2012-02-05,-2.0,-2.0,2.0,1.0,2.0,2.0
2012-02-12,-2.0,-2.0,2.0,1.0,2.0,2.0
2012-02-19,-2.0,-2.0,2.0,1.0,2.0,2.0
2012-02-26,-2.0,-2.0,2.0,1.0,-1.0,2.0
2012-03-04,-2.0,-2.0,2.0,1.0,-1.0,2.0
2012-03-11,-2.0,-2.0,2.0,1.0,-1.0,2.0
2012-03-18,-2.0,-2.0,2.0,1.0,-1.0,2.0
2012-03-25,-2.0,-2.0,2.0,1.0,-1.0,2.0
2012-04-01,-2.0,-2.0,-1.0,1.0,-1.0,2.0
2012-04-08,-2.0,-2.0,-1.0,1.0,2.0,2.0
2012-04-15,-2.0,-2.0,-1.0,1.0,2.0,2.0
2012-04-22,-2.0,-2.0,-1.0,1.0,-1.0,2.0
2012-04-29,-2.0,-2.0,-1.0,2.0,-1.0,2.0
2012-05-06,-2.0,-2.0,-1.0,2.0,-1.0,2.0
2012-05-13,-2.0,-2.0,-1.0,2.0,-1.0,2.0
2012-05-20,-2.0,-2.0,2.0,2.0,2.0,2.0
2012-05-27,-2.0,-2.0,2.0,2.0,2.0,2.0
2012-06-03,-2.0,-2.0,2.0,2.0,2.0,2.0
2012-06-10,-2.0,-2.0,2.0,2.0,2.0,2.0
2012-06-17,-2.0,-2.0,2.0,2.0,2.0,2.0
2012-06-24,-2.0,-2.0,2.0,2.0,2.0,2.0
2012-07-01,-2.0,-2.0,2.0,2.0,2.0,2.0
2012-07-08,-2.0,-2.0,2.0,2.0,2.0,2.0
2012-07-15,-2.0,-2.0,2.0,2.0,2.0,2.0
2012-07-22,-2.0,-2.0,2.0,2.0,2.0,2.0
2012-07-29,-2.0,-2.0,2.0,2.0,2.0,2.0
2012-08-05,-2.0,-2.0,2.0,2.0,2.0,2.0
2012-08-12,-2.0,-2.0,2.0,2.0,2.0,2.0
2012-08-19,1.0,-2.0,2.0,2.0,2.0,2.0
2012-08-26,1.0,-2.0,2.0,2.0,2.0,2.0
2012-09-02,1.0,-2.0,2.0,2.0,2.0,2.0
2012-09-09,1.0,-2.0,2.0,2.0,2.0,2.0
2012-09-16,1.0,-2.0,2.0,2.0,2.0,2.0
2012-09-23,1.0,-2.0,2.0,2.0,2.0,-1.0
2012-09-30,1.0,-2.0,-1.0,2.0,2.0,-1.0
2012-10-07,1.0,1.0,-1.0,2.0,2.0,-1.0
2012-10-14,1.0,1.0,-1.0,2.0,2.0,-1.0
2012-10-21,1.0,1.0,-1.0,2.0,2.0,-1.0
2012-10-28,1.0,1.0,-1.0,2.0,-1.0,-1.0
2012-11-04,2.0,1.0,-1.0,2.0,-1.0,2.0
2012-11-11,2.0,1.0,-1.0,2.0,-1.0,2.0
2012-11-18,2.0,1.0,-1.0,2.0,-1.0,2.0
2012-11-25,2.0,1.0,-1.0,2.0,-1.0,2.0
2012-12-02,2.0,1.0,-1.0,2.0,-1.0,-1.0
2012-12-09,2.0,1.0,-1.0,2.0,-1.0,-1.0
2012-12-16,2.0,1.0,-2.0,2.0,-1.0,-1.0
2012-12-23,2.0,1.0,-2.0,2.0,-1.0,-2.0
2012-12-30,2.0,1.0,-2.0,2.0,-1.0,-2.0
2013-01-06,2.0,1.0,-2.0,2.0,-1.0,-2.0
2013-01-13,2.0,1.0,-2.0,2.0,2.0,-2.0
2013-01-20,2.0,1.0,-2.0,2.0,-2.0,-2.0
2013-01-27,2.0,1.0,-2.0,2.0,-2.0,-2.0
2013-02-03,2.0,1.0,-2.0,2.0,-2.0,-2.0
2013-02-10,2.0,2.0,-2.0,-1.0,-2.0,-2.0
2013-02-17,2.0,2.0,-2.0,-1.0,-2.0,-2.0
2013-02-24,2.0,2.0,-2.0,-1.0,1.0,-2.0
2013-03-03,2.0,2.0,-2.0,-1.0,1.0,-2.0
2013-03-10,2.0,2.0,-2.0,2.0,1.0,-2.0
2013-03-17,-1.0,2.0,-2.0,2.0,1.0,-2.0
2013-03-24,-1.0,2.0,-2.0,2.0,1.0,1.0
2013-03-31,-1.0,2.0,-2.0,2.0,-2.0,1.0
2013-04-07,-1.0,-1.0,-2.0,2.0,-2.0,1.0
2013-04-14,-1.0,-1.0,-2.0,2.0,-2.0,1.0
2013-04-21,-1.0,-1.0,-2.0,2.0,-2.0,1.0
2013-04-28,2.0,-1.0,1.0,2.0,-2.0,1.0
2013-05-05,-1.0,-1.0,1.0,2.0,1.0,1.0
2013-05-12,-1.0,-1.0,1.0,2.0,1.0,-2.0
2013-05-19,2.0,2.0,1.0,2.0,1.0,1.0
2013-05-26,2.0,2.0,-2.0,2.0,1.0,-2.0
2013-06-02,2.0,2.0,-2.0,2.0,1.0,-2.0
2013-06-09,2.0,2.0,-2.0,-1.0,1.0,-2.0
2013-06-16,2.0,2.0,-2.0,-1.0,2.0,-2.0
2013-06-23,2.0,2.0,-2.0,-1.0,2.0,-2.0
2013-06-30,2.0,2.0,-2.0,-1.0,2.0,-2.0
2013-07-07,2.0,2.0,-2.0,-1.0,2.0,-2.0
2013-07-14,2.0,2.0,-2.0,-1.0,2.0,-2.0
2013-07-21,2.0,2.0,-2.0,-1.0,2.0,-2.0
2013-07-28,2.0,2.0,-2.0,2.0,2.0,-2.0
2013-08-04,2.0,2.0,-2.0,2.0,2.0,-2.0
2013-08-11,2.0,2.0,-2.0,2.0,2.0,-2.0
2013-08-18,2.0,2.0,-2.0,2.0,2.0,-2.0
2013-08-25,2.0,2.0,-2.0,2.0,2.0,-2.0
2013-09-01,2.0,2.0,-2.0,2.0,2.0,-2.0
2013-09-08,2.0,2.0,-2.0,2.0,2.0,-2.0
2013-09-15,2.0,2.0,-2.0,2.0,2.0,-2.0
2013-09-22,2.0,2.0,-2.0,2.0,2.0,-2.0
2013-09-29,2.0,2.0,-2.0,2.0,2.0,-2.0
2013-10-06,-1.0,2.0,-2.0,2.0,-1.0,1.0
2013-10-13,-1.0,2.0,-2.0,2.0,-1.0,1.0
2013-10-20,2.0,2.0,-2.0,2.0,-1.0,-2.0
2013-10-27,-2.0,2.0,1.0,2.0,-1.0,-2.0
2013-11-03,-2.0,2.0,1.0,2.0,-1.0,-2.0
2013-11-10,-2.0,2.0,-2.0,2.0,-1.0,-2.0
2013-11-17,-2.0,2.0,-2.0,2.0,-1.0,-2.0
2013-11-24,-2.0,-1.0,-2.0,2.0,-1.0,-2.0
2013-12-01,-2.0,2.0,-2.0,2.0,-1.0,1.0
2013-12-08,-2.0,-1.0,-2.0,2.0,-1.0,-2.0
2013-12-15,-2.0,-1.0,-2.0,2.0,-1.0,-2.0
2013-12-22,-2.0,-1.0,-2.0,-1.0,-1.0,-2.0
2013-12-29,-2.0,-1.0,-2.0,-1.0,-1.0,-2.0
2014-01-05,-2.0,-1.0,-2.0,2.0,-1.0,-2.0
2014-01-12,-2.0,-1.0,-2.0,2.0,-2.0,-2.0
2014-01-19,-2.0,-1.0,-2.0,2.0,-2.0,-2.0
2014-01-26,-2.0,-1.0,-2.0,-1.0,-2.0,1.0
2014-02-02,-2.0,-1.0,-2.0,-1.0,-2.0,1.0
2014-02-09,-2.0,-1.0,-2.0,-1.0,-2.0,1.0
2014-02-16,-2.0,-2.0,-2.0,-1.0,-2.0,1.0
2014-02-23,-2.0,-2.0,-2.0,-1.0,-2.0,-2.0
2014-03-02,-2.0,-2.0,1.0,-1.0,-2.0,-2.0
2014-03-09,-2.0,-2.0,1.0,-1.0,-2.0,-2.0
2014-03-16,-2.0,-2.0,1.0,2.0,-2.0,-2.0
2014-03-23,-2.0,-2.0,1.0,2.0,-2.0,-2.0
2014-03-30,-2.0,-2.0,1.0,2.0,-2.0,-2.0
2014-04-06,-2.0,-2.0,1.0,-2.0,-2.0,-2.0
2014-04-13,-2.0,-2.0,1.0,-2.0,-2.0,-2.0
2014-04-20,1.0,-2.0,-2.0,-2.0,-2.0,-2.0
2014-04-27,1.0,-2.0,-2.0,-2.0,1.0,-2.0
2014-05-04,1.0,-2.0,-2.0,-2.0,1.0,-2.0
2014-05-11,1.0,1.0,-2.0,1.0,1.0,-2.0
2014-05-18,1.0,1.0,-2.0,1.0,1.0,-2.0
2014-05-25,1.0,1.0,-2.0,1.0,-2.0,-2.0
2014-06-01,-2.0,1.0,1.0,-2.0,-2.0,-2.0
2014-06-08,-2.0,1.0,2.0,-2.0,-2.0,-2.0
2014-06-15,1.0,1.0,2.0,-2.0,-2.0,-2.0
2014-06-22,1.0,1.0,2.0,-2.0,-2.0,-2.0
2014-06-29,1.0,1.0,2.0,-2.0,-2.0,-2.0
2014-07-06,1.0,-2.0,2.0,-2.0,-2.0,-2.0
2014-07-13,1.0,-2.0,2.0,-2.0,-2.0,-2.0
2014-07-20,2.0,-2.0,2.0,-2.0,-2.0,-2.0
2014-07-27,2.0,-2.0,2.0,-2.0,-2.0,-2.0
2014-08-03,2.0,-2.0,2.0,-2.0,-2.0,-2.0
2014-08-10,2.0,-2.0,2.0,-2.0,-2.0,1.0
2014-08-17,2.0,-2.0,2.0,1.0,-2.0,1.0
2014-08-24,2.0,-2.0,2.0,1.0,-2.0,1.0
2014-08-31,2.0,-2.0,2.0,1.0,-2.0,1.0
2014-09-07,2.0,-2.0,2.0,1.0,-2.0,1.0
2014-09-14,2.0,-2.0,2.0,-2.0,-2.0,1.0
2014-09-21,2.0,-2.0,2.0,-2.0,-2.0,1.0
2014-09-28,2.0,-2.0,2.0,-2.0,1.0,1.0
2014-10-05,2.0,-2.0,2.0,-2.0,1.0,2.0
2014-10-12,-1.0,-2.0,2.0,-2.0,1.0,2.0
2014-10-19,-1.0,-2.0,2.0,-2.0,1.0,2.0
2014-10-26,-1.0,-2.0,2.0,-2.0,1.0,2.0
2014-11-02,-1.0,-2.0,2.0,-2.0,1.0,2.0
2014-11-09,-1.0,-2.0,2.0,-2.0,1.0,2.0
2014-11-16,-1.0,-2.0,2.0,-2.0,2.0,2.0
2014-11-23,2.0,-2.0,2.0,-2.0,2.0,2.0
2014-11-30,2.0,-2.0,2.0,-2.0,2.0,2.0
2014-12-07,2.0,-2.0,2.0,-2.0,2.0,2.0
2014-12-14,2.0,-2.0,2.0,-2.0,2.0,2.0
2014-12-21,2.0,-2.0,2.0,-2.0,2.0,2.0
2014-12-28,2.0,-2.0,2.0,-2.0,2.0,2.0
2015-01-04,2.0,-2.0,2.0,-2.0,2.0,2.0
2015-01-11,2.0,-2.0,2.0,-2.0,2.0,2.0
2015-01-18,2.0,-2.0,2.0,-2.0,2.0,2.0
2015-01-25,2.0,-2.0,2.0,-2.0,2.0,2.0
2015-02-01,2.0,-2.0,2.0,-2.0,2.0,2.0
2015-02-08,2.0,-2.0,2.0,-2.0,2.0,2.0
2015-02-15,2.0,-2.0,2.0,-2.0,2.0,2.0
2015-02-22,2.0,-2.0,2.0,-2.0,2.0,2.0
2015-03-01,2.0,-2.0,2.0,-2.0,2.0,2.0
2015-03-08,-1.0,-2.0,2.0,-2.0,2.0,2.0
2015-03-15,-1.0,-2.0,-1.0,-2.0,2.0,2.0
2015-03-22,2.0,-2.0,-1.0,-2.0,2.0,2.0
2015-03-29,2.0,-2.0,-1.0,-2.0,2.0,2.0
2015-04-05,2.0,-2.0,-1.0,-2.0,2.0,2.0
2015-04-12,2.0,1.0,-1.0,-2.0,2.0,2.0
2015-04-19,2.0,1.0,-1.0,-2.0,2.0,2.0
2015-04-26,2.0,1.0,-1.0,-2.0,-1.0,2.0
2015-05-03,2.0,1.0,-1.0,-2.0,-1.0,2.0
2015-05-10,2.0,1.0,-1.0,1.0,-1.0,2.0
2015-05-17,2.0,1.0,2.0,1.0,2.0,2.0
2015-05-24,2.0,1.0,2.0,1.0,2.0,2.0
2015-05-31,2.0,1.0,2.0,1.0,2.0,2.0
2015-06-07,2.0,1.0,2.0,1.0,2.0,2.0
2015-06-14,2.0,1.0,2.0,1.0,2.0,-1.0
2015-06-21,2.0,1.0,-1.0,1.0,2.0,-1.0
2015-06-28,2.0,1.0,-1.0,1.0,2.0,-1.0
2015-07-05,2.0,-2.0,-1.0,1.0,2.0,-1.0
2015-07-12,2.0,1.0,2.0,-2.0,2.0,-1.0
2015-07-19,2.0,1.0,2.0,-2.0,2.0,2.0
2015-07-26,-1.0,1.0,2.0,-2.0,2.0,2.0
2015-08-02,-1.0,2.0,2.0,-2.0,2.0,2.0
2015-08-09,-1.0,2.0,2.0,-2.0,2.0,2.0
2015-08-16,-1.0,2.0,2.0,-2.0,2.0,2.0
